HF_FNCLTY_MTRAL_RCOGN_NO,DAY_INTK_HIGHLIMIT,DAY_INTK_LOWLIMIT,WT_UNIT,RAWMTRL_NM,IFTKN_ATNT_MATR_CN,PRIMARY_FNCLTY
제2025-19호,20 (mg/일),20 (mg/일),mg/일,사탕수수왁스알코올(폴리코사놀)(제2025-19호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 심혈관약 등 복용, 혈액응고장애가 있거나 수술예정인 사람은 전문가와 상담할","(국문) 혈중 콜레스테롤 개선에 도움을 줄 수 있음
(영문) May help to improve cholesterol levels in the blood"
제2025-1호,980 (mg/일),980 (mg/일),mg/일,프로바이오틱스(Lactiplantibacillus plantarum KC3)·익모초추출복합물(CKDB-315)(제2025-1호),"(1) 영·유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정 질환(알레르기 체질, 단장 증후군 등)이 있거나 의약품 복용 시 전문가와 상담할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것","(국문) 기관·기관지 상태(기침·가래 등) 개선에 도움을 줄 수 있음
(영문) May help to improve trachea·bronchi condition (cough·sputum etc)"
제2025-20호,"1,667 (mg/일)","1,667 (mg/일)",mg/일,대두배아유산균발효물(SE5-OH)(제2025-20호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취시 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 에스트로겐 호르몬에 민감한 사람은 섭취 시 주의할 것","(국문) 갱년기 여성 건강에 도움을 줄 수 있음
(영문) May help to maintain female health in menopause"
제2025-22호,10 (mL/일),10 (mL/일),mL/일,골드키위유산균발효물(Kiwibiotics®)(제2025-22호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질, 단장 증후군 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 
(4) 과다 섭취하지 말 것","(국문) 위 점막을 보호하여 위 건강에 도움을 줄 수 있음
(영문) May help to maintain healthy stomach by protecting gastric mucosa"
제2025-23호,300 (mg/일),300 (mg/일),mg/일,덖음귤피추출분말(JRC)(제2025-23호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 항응고제 또는 혈압조절제를 복용하거나 혈압이 낮은 경우 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2025-24호,300 (mg/일),300 (mg/일),mg/일,덖음귤피추출분말(JRC)(제2025-24호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 항응고제 또는 혈압조절제를 복용하거나 혈압이 낮은 경우 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2025-25호,400 (mg/일),400 (mg/일),mg/일,모로오렌지추출분말(Morosil®)(제2025-25호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정 질환(알러지 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 식사조절, 운동을 병행하는 것이 체지방 감소에 효과적임","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2025-26호,300 (mg/일),300 (mg/일),mg/일,라임과피추출물(제2025-26호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 졸음을 유발하는 약물(신경 안정제 등)과 병용섭취하지 말 것","(국문) 수면의 질 개선에 도움을 줄 수 있음
(영문) May help to improve sleep quality"
제2025-28호,500 (mg/일),500 (mg/일),mg/일,녹각효소분해추출물HP(NP-2007)(제2025-28호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 호르몬제 등 의약품 복용 시 전문가와 상담할 것","(국문) ① 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음
② 피부 보습에 도움을 줄 수 있음
(영문) ① May help to maintain skin health from skin damage by UV radiation
② May help to maintain skin moisturizing"
제2025-2호,300 (mg/일),300 (mg/일),mg/일,장미꽃잎추출물(NOVAROSE®)(제2025-2호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음, ② 피부 보습에 도움을 줄 수 있음
(영문) ① May help to maintain skin health from skin damage by UV radiation, ② May help to maintain skin moisturizing"
제2025-30호,1 (g/일),1 (g/일),g/일,오미자박추출물(제2025-30호),"(1)영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2)특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3)이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4)의약품(항응고제 등)과 복용 시 섭취에 주의할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2025-31호,1 (g/일),1 (g/일),g/일,오미자박추출물(제2025-31호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 의약품(항응고제 등)과 복용 시 섭취에 주의할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2025-32호,"5,000,000,000 (CFU/일)","5,000,000,000 (CFU/일)",CFU/일,Lactiplantibacillus plantarum LMT1-48 프로바이오틱스(제2025-32호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질, 단장증후군 등)이 있는 분은 섭취에 주의할 것 
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
(5) 과다 섭취하지 말것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2025-33호,700 (mg/일),700 (mg/일),mg/일,감국감태추출복합물(제2025-33호),"(1) 영‧유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 요오드 함량이 높은 식품(해조류, 어패류 등)과 섭취 시 주의
(5) 갑상선질환, 위장관 장애(질환) 등을 보유하고 있는 사람은 섭취 시 주의","(국문) 기관·기관지 상태(기침·가래 등) 개선에 도움을 줄 수 있음
(영문) May help to improve the condition(cough·phlegm, etc) of trachea·bronchi"
제2025-34호,600 (mg/일),600 (mg/일),mg/일,복분자추출물(RE-20)(제2025-34호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 혈중 콜레스테롤 개선에 도움을 줄 수 있음
(영문) May help to improve blood cholesterol"
제2025-35호,30 (mg/일),12 (mg/일),mg/일,루테인지아잔틴추출복합물(제2025-35호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
(5) 흡연자는 섭취 시 전문가와 상담할 것","(국문) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
(영문) May support eye health by maintaining the density of macular pigments which can be affected by aging"
제2025-39호,500 (mg/일),500 (mg/일),mg/일,살라시아레티큘라타추출물(제2025-39호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 과다 섭취하지 말 것","(국문) · 체지방 감소에 도움을 줄 수 있음· 식후 혈당조절에 도움을 줄 수 있음
(영문) · May help to reduce body fat
       · May help to maintain healthy blood glucose levels by slowing digestion and absorption of sugar"
제2025-40호,"1,000 (mg/일)","1,000 (mg/일)",mg/일,인디안구스베리·새싹보리추출복합물(IB Complex)(제2025-40호),"(1) 영‧유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 피부 보습에 도움을 줄 수 있음,
          ② 자외선에 의해 손상된 피부 건강 유지에 도움을 줄 수 있음
(영문) ① May help to maintain skin moisturizing
          ② May help to maintain skin health from skin damage by UV radiation"
제2025-41호,700 (mg/일),700 (mg/일),mg/일,한삼덩굴추출분말(HSy2)(제2025-41호),"(1) 임산부 및 수유부는 섭취를 피할 것
(2) 특정원료에 알레르기가 있거나 장기간 또는 의약품 복용 시전문가와 상담할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 
(4) 키 성장에는 충분한 영양섭취, 적절한 수면, 건강한 생활습관·운동을 병행하여야 함","(국문) 어린이 키성장에 도움을 줄 수 있음
(영문) May help to children grow taller"
제2025-42호,50 (mg/일),50 (mg/일),mg/일,연어코연골추출물(제2025-42호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) · 자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음
       · 피부 보습에 도움을 줄 수 있음
       · 관절 및 연골 건강에 도움을 줄 수 있음
(영문) · May help to maintain skin health from skin damage by UV radiation
       · May help to maintain skin moisturizing
       · May help to maintain joint and cartilage health"
제2025-43호,50 (mg/일),50 (mg/일),mg/일,Lacticaseibacillus paracasei subsp. paracasei 327(K-1) 열처리배양건조물(제2025-43호),"(1) 영‧유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 질환이 있거나 의약품 복용 시 전문가와 상담할 것","(국문) 배변활동 원활에 도움을 줄 수 있음
(영문) May help to improve bowel movement"
제2025-45호,580 (mg/일),580 (mg/일),mg/일,녹용유산균발효분말(제2025-45호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 호르몬제 등 의약품 복용 시 전문가와 상담할 것","(국문) 노화로 인해 감소될 수 있는 근력 유지에 도움을 줄 수 있음
(영문) May help to maintain muscle strength which can be affected by aging"
제2025-46호,250 (mg/일),250 (mg/일),mg/일,Akkermansia muciniphila EB-AMDK19 열처리배양건조물(제2025-46호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질, 단장증후군 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 기관·기관지 상태(기침) 개선에 도움을 줄 수 있음
(영문) May help to improve trachea·bronchi condition (cough)"
제2025-49호,2 (g/일),2 (g/일),g/일,홍어껍질콜라겐펩타이드(제2025-49호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2025-4호,900 (mg/일),900 (mg/일),mg/일,블랙커민추출물(FJ)(제2025-4호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 공복에 복용하면 위장 장애를 일으킬 수 있으니 반드시 식후 섭취할 것
(5) 수술 전·후 및 의약품 복용(혈액응고제 등)시 섭취에 주의할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2025-51호,400 (mg/일),400 (mg/일),mg/일,강황추출물(제2025-51호),"(1) 영·유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 질환이 있거나 의약품 복용 시 전문가와 상담할 것
(5) 제안된 섭취량 이상 섭취 시 소화불량, 위장장애, 메스꺼움, 위산역류 등이 있을 수 있음
(6) 수술 전후 섭취에 주의","(국문) 노화로 인해 저하된 인지기능 개선에 도움을 줄 수 있음
(영문) May help to improve cognitive function affected by aging"
제2025-52호,"1,000 (mg/일)","1,000 (mg/일)",mg/일,지초추출분말(제2025-52호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 노화로 인해 감소 될 수 있는 근력 유지에 도움을 줄 수 있음
(영문) May help to maintain muscle strength which can be affected by aging"
제2025-53호,400 (mg/일),400 (mg/일),mg/일,강황추출물(제2025-53호),"(1) 영·유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 질환이 있거나 의약품 복용 시 전문가와 상담할 것
(5) 제안된 섭취량 이상 섭취 시 소화불량, 위장장애, 메스꺼움, 위산역류 등이 있을 수 있음
(6) 수술 전후 섭취에 주의","(국문) 노화로 인해 저하된 인지기능 개선에 도움을 줄 수 있음
(영문) May help to improve cognitive function affected by aging"
